,name,rating,avg_rating,year,rank,page_no,num_voters,list_price,ios_prices,all_prices
5855,Napoleon at Leipzig (fifth edition),5.64,7.90,2013.00,5359.00,54.00,78.00,,,
5856,Saga,5.64,5.79,2004.00,5360.00,54.00,1172.00,,,
5857,Slaughterball,5.64,8.03,2016.00,5361.00,54.00,101.00,,,
5858,Tsukiji,5.64,7.20,2017.00,5362.00,54.00,126.00,,,
5859,Fantasy Pub,5.64,6.14,2003.00,5363.00,54.00,376.00,,,
5860,Gothic Invasion,5.64,7.33,2014.00,5364.00,54.00,116.00,,,
5861,Rick and Morty: Close Rick-Counters of the Rick Kind Deck-Building Game,5.64,6.70,2017.00,5365.00,54.00,182.00,,Tortuga(2007),
5862,Deadwood Studios USA,5.64,5.91,1999.00,5368.00,54.00,819.00,39.99,New Amazon: $29.99,List: $39.99Lowest Amazon: $25.95New Amazon: $29.99
5863,Career Poker,5.64,6.58,1988.00,5369.00,54.00,204.00,,List: $23.57New Amazon: $23.45,
5864,Shadowscape,5.64,6.44,2017.00,5370.00,54.00,241.00,23.57,,List: $23.57New Amazon: $23.45
5865,Star Fleet Battle Force,5.64,6.52,2001.00,5371.00,54.00,218.00,,New Amazon: $7.50,
5866,Treasure Lair,5.64,6.95,2016.00,5372.00,54.00,140.00,,Ausgerechnet Buxtehude(2005),New Amazon: $7.50
5867,Ausgerechnet Buxtehude,5.64,6.46,2005.00,5373.00,54.00,201.00,,,
5868,Aerodrome,5.64,7.65,1994.00,5376.00,54.00,93.00,,Wettstreit der Baumeister(1994),
5869,Wettstreit der Baumeister,5.64,6.10,1994.00,5378.00,54.00,381.00,,,
5870,Slither,5.64,8.02,2010.00,5379.00,54.00,74.00,,Soldier Kings: The Seven Years War Worldwide(2002),
5871,Soldier Kings: The Seven Years War Worldwide,5.64,6.40,2002.00,5381.00,54.00,266.00,,,
5872,Spexxx,5.64,6.42,2013.00,5383.00,54.00,290.00,,List: $49.99Lowest Amazon: $33.95New Amazon: $38.99,
5873,Dwarven Miner,5.64,6.55,2013.00,5384.00,54.00,213.00,49.99,New Amazon: $38.99,List: $49.99Lowest Amazon: $33.95New Amazon: $38.99
5874,Tier auf Tier: Das Duell,5.64,6.42,2008.00,5387.00,54.00,217.00,,Gloobz(2014),Used Amazon: $39.95
5875,Shinobi Clans,5.64,6.43,2013.00,5391.00,54.00,246.00,,Snatch(2001),New Amazon: $12.45
5876,Snatch,5.64,6.34,2001.00,5392.00,54.00,253.00,,,
5877,Mighty Empires,5.64,6.14,1990.00,5393.00,54.00,487.00,,,
5878,Arnhem: Defiant Stand,5.64,7.63,2003.00,5394.00,54.00,101.00,,Vampire Queen(2016),
5879,Privacy,5.64,6.48,2004.00,5397.00,54.00,219.00,,The Seven Days of 1809(2004),
5880,The Seven Days of 1809,5.64,7.58,2004.00,5399.00,54.00,95.00,,"Geekdo, BoardGameGeek, the Geekdo logo, and the BoardGameGeek logo are trademarks of BoardGameGeek, LLC.",
5881,Hornet Leader II,5.64,7.32,2005.00,5400.00,54.00,107.00,,,"Geekdo, BoardGameGeek, the Geekdo logo, and the BoardGameGeek logo are trademarks of BoardGameGeek, LLC."
5882,Aspern-Essling 1809,5.64,7.84,2009.00,5401.00,55.00,100.00,,List: $19.99New Amazon: $4.44,
5883,SpyNet,5.64,6.93,2017.00,5402.00,55.00,153.00,19.99,,List: $19.99New Amazon: $4.44
5884,Mercurius,5.64,6.23,2012.00,5405.00,55.00,306.00,,,
5885,Battle Hymn Vol. 1: Gettysburg and Pea Ridge,5.64,8.07,2018.00,5408.00,55.00,80.00,,Lyssan(2012),
5886,Lyssan,5.64,6.87,2012.00,5410.00,55.00,151.00,60.00,,List: $60.00New Amazon: $41.95
5887,Starbase Jeff,5.64,6.13,1998.00,5411.00,55.00,387.00,,,
5888,Word Blur,5.64,6.80,2007.00,5412.00,55.00,148.00,,,
5889,Guardians,5.64,7.56,2018.00,5414.00,55.00,108.00,34.95,New Amazon: $31.07,List: $34.95Lowest Amazon: $29.95New Amazon: $31.07
5890,Burning Suns,5.64,7.07,2013.00,5415.00,55.00,143.00,,Lowest Amazon: $9.45New Amazon: $39.99,
5891,Battue: Storm of the Horse Lords,5.64,5.96,2007.00,5416.00,55.00,582.00,,,Lowest Amazon: $9.45New Amazon: $39.99
5892,Panzer Battles: 11th Panzer on the Chir River,5.64,7.74,2016.00,5417.00,55.00,90.00,,,
5893,Gangsters,5.64,6.27,1992.00,5418.00,55.00,287.00,,,
5894,Microworld,5.64,6.55,2016.00,5419.00,55.00,189.00,,Daimyo(2005),
5895,Daimyo,5.63,6.42,2005.00,5421.00,55.00,214.00,,,
5896,The Hills Rise Wild!,5.63,6.39,2000.00,5422.00,55.00,252.00,,,
5897,Narvik,5.63,6.97,1974.00,5423.00,55.00,138.00,,List: $59.99Lowest Amazon: $44.99New Amazon: $54.25,
5898,The X-Files,5.63,6.37,2015.00,5424.00,55.00,267.00,59.99,New Amazon: $54.25,List: $59.99Lowest Amazon: $44.99New Amazon: $54.25
5899,Dr. Shark,5.63,6.20,2011.00,5425.00,55.00,291.00,,,
5900,Time Arena,5.63,7.03,2017.00,5428.00,55.00,145.00,,Risk: Édition Napoléon(1999),
5901,Risk: Édition Napoléon,5.63,6.64,1999.00,5430.00,55.00,239.00,,,
5902,Manitou,5.63,6.12,1997.00,5431.00,55.00,348.00,,West of Africa(2016),
5903,West of Africa,5.63,6.33,2016.00,5433.00,55.00,251.00,,,Lowest Amazon: $32.99New Amazon: $38.98
5904,Blitzkrieg Commander,5.63,7.51,2004.00,5434.00,55.00,106.00,,,
5905,Save Doctor Lucky,5.63,5.84,2000.00,5435.00,55.00,1103.00,,,
5906,Fief 2,5.63,6.87,1989.00,5436.00,55.00,138.00,,,
5907,World War II: Pacific Theater of Operations,5.63,6.95,1991.00,5437.00,55.00,161.00,,Warzone (first edition)(1996),
5908,Warzone (first edition),5.63,6.79,1996.00,5439.00,55.00,158.00,,,
5909,Facecards,5.63,6.57,2017.00,5440.00,55.00,179.00,,,
5910,Bethel Woods,5.63,6.90,2016.00,5441.00,55.00,132.00,,The Football Game(2017),
5911,Achaia,5.63,6.57,2015.00,5444.00,55.00,198.00,,,
5912,Pompeji,5.63,6.21,2001.00,5445.00,55.00,301.00,,What's Up(2016),
5913,Pocket Landship: Free Trial Version,5.63,7.22,2017.00,5448.00,55.00,115.00,,,
5914,Katzenjammer Blues,5.63,5.89,1998.00,5449.00,55.00,695.00,,The Halls of Montezuma(2009),
5915,The Halls of Montezuma,5.63,6.46,2009.00,5451.00,55.00,210.00,,,
5916,Aladdin's Dragons,5.63,6.36,2009.00,5452.00,55.00,214.00,,,
5917,Hold the Line:  Frederick's War,5.63,7.68,2013.00,5453.00,55.00,88.00,,,
5918,Salamanca,5.63,6.16,2006.00,5455.00,55.00,299.00,,Down in Flames: WWII-Guns Blazing(2010),
5919,Down in Flames: WWII-Guns Blazing,5.63,7.00,2010.00,5457.00,55.00,117.00,,,
5920,Star Cartel,5.63,6.53,2017.00,5458.00,55.00,179.00,,Pizza Box Baseball(2008),
5921,Pizza Box Baseball,5.63,6.23,2008.00,5460.00,55.00,252.00,24.95,,List: $24.95New Amazon: $60.00
5922,Super Mario: Level Up! Board Game,5.63,6.44,2017.00,5462.00,55.00,232.00,,,
5923,The Sword and the Flame,5.63,7.50,1979.00,5463.00,55.00,97.00,,,
5924,Objective: Kiev,5.63,6.79,2010.00,5464.00,55.00,151.00,,,
5925,Anachronism,5.63,5.99,2005.00,5467.00,55.00,632.00,,,
5926,Bomarzo,5.63,6.58,2015.00,5473.00,55.00,181.00,,Princess Jing(2018),New Amazon: $9.99
5927,Princess Jing,5.63,6.61,2018.00,5474.00,55.00,176.00,29.18,,List: $29.18New Amazon: $28.94
5928,Apples to Apples Junior,5.63,5.87,2002.00,5475.00,55.00,953.00,14.99,New Amazon: $14.39,List: $14.99Lowest Amazon: $9.89New Amazon: $14.39
5929,Tainted Grail: The Fall of Avalon,5.63,7.57,2019.00,5476.00,55.00,208.00,,,
5930,Bar-Lev: The Yom-Kippur War of 1973,5.63,7.36,1974.00,5477.00,55.00,106.00,,,
5931,Fairy Land,5.63,6.60,2012.00,5478.00,55.00,169.00,,Bastille(2018),
5932,Bastille,5.63,7.07,2018.00,5480.00,55.00,121.00,,Stinker(2015),
5933,Fantahzee: Hordes & Heroes,5.63,6.41,2016.00,5488.00,55.00,219.00,,,Lowest Amazon: $16.00New Amazon: $17.90
5934,oddball Äeronauts,5.63,5.97,2014.00,5489.00,55.00,588.00,17.99,,List: $17.99New Amazon: $17.99
5935,Villagers,5.63,8.01,2019.00,5490.00,55.00,108.00,,,
5936,Wacht Am Rhein,5.63,7.37,2005.00,5491.00,55.00,114.00,,Lowest Amazon: $9.30New Amazon: $9.34,
5937,Push a Monster,5.63,6.15,2015.00,5492.00,55.00,315.00,,,Lowest Amazon: $9.30New Amazon: $9.34
5938,Can't Stop Express,5.63,6.36,1989.00,5493.00,55.00,226.00,,,
5939,Trötofant,5.63,6.89,2005.00,5494.00,55.00,131.00,,Dice of Crowns(2016),
5940,Roll for Adventure,5.63,6.84,2018.00,5497.00,55.00,153.00,,New Amazon: $29.60,
5941,Battle for Stalingrad,5.63,6.88,2014.00,5498.00,55.00,136.00,,Arquebus: Men of Iron Volume IV(2017),New Amazon: $29.60
5942,Arquebus: Men of Iron Volume IV,5.63,7.49,2017.00,5499.00,55.00,90.00,,,Lowest Amazon: $39.49New Amazon: $53.19
5943,Word on the Street Junior,5.63,6.86,2010.00,5501.00,56.00,142.00,19.99,New Amazon: $49.79,List: $19.99Lowest Amazon: $15.47New Amazon: $49.79
5944,Crimson Skies,5.63,6.05,2003.00,5504.00,56.00,427.00,,,
5945,Mondrian: The Dice Game,5.63,6.35,2016.00,5505.00,56.00,239.00,,,
5946,Caesar in Alexandria,5.63,6.89,2001.00,5506.00,56.00,131.00,,,
5947,Lawless,5.63,6.05,2003.00,5507.00,56.00,406.00,,Warlock(2013),
5948,Warlock,5.63,6.68,2013.00,5509.00,56.00,174.00,,List: $39.99Lowest Amazon: $15.00New Amazon: $18.10,
5949,The Phantom Society,5.63,5.90,2013.00,5510.00,56.00,631.00,39.99,New Amazon: $18.10,List: $39.99Lowest Amazon: $15.00New Amazon: $18.10
5950,DreadBall Xtreme,5.63,7.34,2015.00,5511.00,56.00,117.00,,Lowest Amazon: $18.00New Amazon: $19.89,
5951,On the Edge,5.63,6.17,1994.00,5512.00,56.00,311.00,,,Lowest Amazon: $18.00New Amazon: $19.89
5952,Cardline: Dinosaurs,5.63,6.11,2014.00,5514.00,56.00,368.00,,New Amazon: $23.95,
5953,Master Builder,5.63,6.10,2008.00,5515.00,56.00,392.00,,Truco,New Amazon: $23.95
5954,Harald,5.63,6.53,2015.00,5517.00,56.00,183.00,,,New Amazon: $11.95
5955,New England Railways,5.63,6.74,2000.00,5520.00,56.00,146.00,,New Amazon: $22.80,
5956,Phalanxx,5.63,6.87,2016.00,5521.00,56.00,143.00,,Teen Titans GO! Deck-Building Game(2017),New Amazon: $22.80
5957,Teen Titans GO! Deck-Building Game,5.63,7.31,2017.00,5522.00,56.00,99.00,,Lowest Amazon: $35.99New Amazon: $49.98,
5958,Throneworld,5.63,6.71,1997.00,5523.00,56.00,153.00,,,Lowest Amazon: $35.99New Amazon: $49.98
5959,Empire Engine,5.63,5.86,2013.00,5525.00,56.00,723.00,,,Lowest Amazon: $0.25New Amazon: $5.93
5960,Quinamid,5.63,6.87,2007.00,5526.00,56.00,135.00,,Cinco Linko(2016),
5961,Alexander the Great,5.63,6.15,1971.00,5529.00,56.00,365.00,,Invasion: America(1976),
5962,Invasion: America,5.63,6.58,1976.00,5531.00,56.00,186.00,,List: $15.83New Amazon: $15.73,
5963,Shaky Manor,5.63,6.17,2017.00,5532.00,56.00,314.00,15.83,,List: $15.83New Amazon: $15.73
5964,Stroop,5.63,6.55,2017.00,5533.00,56.00,174.00,,Cranium Turbo Edition(2004),
5965,Cranium Turbo Edition,5.63,6.07,2004.00,5535.00,56.00,416.00,29.99,New Amazon: $34.50,List: $29.99Lowest Amazon: $5.00New Amazon: $34.50
5966,Fuentes de Onoro 1811,5.63,8.05,2011.00,5537.00,56.00,77.00,,,
5967,2019: The ARCTIC,5.63,6.81,2011.00,5538.00,56.00,139.00,,New Amazon: $19.99,
5968,Nile,5.63,6.25,2009.00,5539.00,56.00,288.00,,Screaming Eagles in Holland(2002),New Amazon: $19.99
5969,Screaming Eagles in Holland,5.63,7.45,2002.00,5540.00,56.00,94.00,,,Lowest Amazon: $67.99New Amazon: $74.99
5970,Flandern 1302,5.63,5.96,2004.00,5541.00,56.00,495.00,,Train Heist(2013),New Amazon: $25.99
5971,Train Heist,5.63,6.67,2013.00,5542.00,56.00,183.00,,Legions of Steel(1992),New Amazon: $39.99
5972,Legions of Steel,5.63,6.92,1992.00,5543.00,56.00,131.00,"935290495?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">$9.99</span></a>",,iOS App: $9.99
5973,Fiasco,5.63,7.08,2003.00,5544.00,56.00,130.00,,New Amazon: $16.55,
5974,Let Them Eat Shrimp!,5.63,6.68,2014.00,5545.00,56.00,175.00,,Stratego: Lord of the Rings Trilogy Edition(2004),New Amazon: $16.55
5975,Space Marine Adventures: Labyrinth of the Necrons,5.63,7.36,2018.00,5547.00,56.00,101.00,,Rage(1995),
5976,Rage,5.63,6.04,1995.00,5549.00,56.00,539.00,,New Amazon: $74.99,
5977,Victory in Europe,5.63,6.99,2015.00,5550.00,56.00,142.00,,Teenage Mutant Ninja Turtles Dice Masters: Heroes in a Half Shell(2017),New Amazon: $74.99
5978,Arcane Legions,5.63,6.39,2009.00,5552.00,56.00,280.00,,,Lowest Amazon: $34.97New Amazon: $44.96
5979,Hour of Glory: Stronghold Kit,5.63,7.34,2004.00,5553.00,56.00,114.00,,The Great City of Rome(2018),
5980,The Great City of Rome,5.63,6.49,2018.00,5555.00,56.00,188.00,39.99,New Amazon: $39.98,List: $39.99Lowest Amazon: $34.99New Amazon: $39.98
5981,88,5.63,7.25,1980.00,5556.00,56.00,111.00,,Lowest Amazon: $25.00New Amazon: $45.00,
5982,Sultan,5.63,6.09,2007.00,5557.00,56.00,373.00,,,Lowest Amazon: $25.00New Amazon: $45.00
5983,Wings,5.63,6.94,1981.00,5558.00,56.00,126.00,,Hex Hex(2003),
5984,Hex Hex,5.63,5.89,2003.00,5560.00,56.00,794.00,,,Lowest Amazon: $20.89New Amazon: $25.16
5985,Albion,5.63,6.08,2009.00,5562.00,56.00,350.00,,,Lowest Amazon: $20.00New Amazon: $27.47
5986,Broadside,5.63,6.12,1962.00,5563.00,56.00,370.00,,,
5987,Roller Coaster Tycoon,5.63,6.08,2002.00,5564.00,56.00,408.00,,Lucky's Misadventures(2018),
5988,Island Fortress,5.63,6.45,2013.00,5567.00,56.00,230.00,,Triumph & Glory: Battles of the Napoleonic Wars 1796-1809(2000),New Amazon: $33.47
5989,Fae,5.63,6.57,2018.00,5569.00,56.00,164.00,,,
5990,EVE: The Second Genesis,5.63,6.61,2006.00,5570.00,56.00,191.00,,List: $15.00New Amazon: $39.99,
5991,Lucca Città,5.63,5.99,2005.00,5571.00,56.00,442.00,15.00,,List: $15.00New Amazon: $39.99
5992,Forlorn: Hope,5.63,6.82,2010.00,5572.00,56.00,130.00,,Cranium Scribblish(2009),
5993,Cranium Scribblish,5.63,6.26,2009.00,5574.00,56.00,291.00,19.99,New Amazon: $32.53,List: $19.99Lowest Amazon: $15.68New Amazon: $32.53
5994,Circus Minimus,5.63,6.38,2000.00,5575.00,56.00,204.00,,Cronberg(2003),
5995,Cronberg,5.63,5.99,2003.00,5577.00,56.00,457.00,,New Amazon: $19.95,
5996,The Foreign King,5.63,6.43,2015.00,5578.00,56.00,193.00,,100 Swords: The Blue Mammoth's Dungeon(2016),New Amazon: $19.95
5997,8Bit Box,5.63,6.65,2018.00,5580.00,56.00,178.00,45.00,,List: $45.00New Amazon: $23.89
5998,Fantasy Frontier,5.63,6.39,2014.00,5583.00,56.00,230.00,,,
5999,Pups,5.63,6.93,2016.00,5584.00,56.00,136.00,,Soulfall(2015),
6000,Soulfall,5.63,6.38,2015.00,5586.00,56.00,204.00,,Captain Park's Imaginary Polar Expedition(2002),
6001,Captain Park's Imaginary Polar Expedition,5.63,6.06,2002.00,5588.00,56.00,370.00,,,
6002,"Treasure, Ready, Go!",5.63,7.06,2008.00,5589.00,56.00,112.00,,New Amazon: $19.95,
6003,Rome: Rise to Power,5.63,6.47,2015.00,5590.00,56.00,180.00,,Flash Duel: Revised Second Edition(2015),New Amazon: $19.95
6004,Doodle Rush,5.63,6.62,2017.00,5592.00,56.00,158.00,,,Lowest Amazon: $11.00New Amazon: $15.99
6005,Clash of Rage,5.63,7.85,2018.00,5593.00,56.00,118.00,,,
6006,IUNU,5.63,6.71,2013.00,5594.00,56.00,144.00,,,
6007,Jungle Rumble,5.63,6.52,2013.00,5595.00,56.00,180.00,,Lungarno(2008),
6008,Lungarno,5.63,6.13,2008.00,5597.00,56.00,380.00,,Deadball(2017),New Amazon: $13.95
6009,Deadball,5.63,8.57,2017.00,5598.00,56.00,95.00,,,
6010,Cuisine a la Card,5.63,6.96,2015.00,5599.00,56.00,132.00,,,
6011,Meridian,5.63,6.03,2001.00,5601.00,57.00,405.00,,,Lowest Amazon: $13.78New Amazon: $19.95
6012,Excalibur,5.63,6.22,1989.00,5602.00,57.00,298.00,,Adventure Time Card Wars: BMO vs. Lady Rainicorn(2014),
6013,Adventure Time Card Wars: BMO vs. Lady Rainicorn,5.63,6.22,2014.00,5604.00,57.00,360.00,10.79,New Amazon: $10.73,List: $10.79Lowest Amazon: $7.99New Amazon: $10.73
6014,Gen7: A Crossroads Game,5.63,6.76,2018.00,5605.00,57.00,147.00,99.95,,List: $99.95New Amazon: $79.96
6015,Yamslam,5.63,6.18,2009.00,5609.00,57.00,324.00,13.99,,List: $13.99New Amazon: $8.99
6016,World of Tanks: Rush,5.63,5.94,2013.00,5611.00,57.00,649.00,34.99,Mystic ScROLLS(2017),List: $34.99
6017,Mystic ScROLLS,5.63,6.75,2017.00,5612.00,57.00,162.00,,,
6018,The Game of Y,5.63,7.14,1960.00,5613.00,57.00,101.00,,Scarabeo(1963),
6019,"PanzerBlitz: Hill of Death – The Battle for Hill 112, Normandy 1944",5.63,6.79,2009.00,5616.00,57.00,162.00,,List: $16.99Used Amazon: $16.95,
6020,Apples to Apples Kids,5.63,6.06,2001.00,5617.00,57.00,379.00,16.99,,List: $16.99Used Amazon: $16.95
6021,String Railway: Transport,5.63,6.87,2011.00,5618.00,57.00,124.00,,Cobra Paw(2017),
6022,Evil High Priest,5.63,7.39,2018.00,5622.00,57.00,107.00,,Lowest Amazon: $27.96New Amazon: $31.95,
6023,Konja,5.63,6.87,2017.00,5623.00,57.00,147.00,,,Lowest Amazon: $27.96New Amazon: $31.95
6024,Yomi: Round 2,5.63,7.80,2014.00,5624.00,57.00,73.00,,iOS App: $9.99,Lowest Amazon: $23.99New Amazon: $39.99
6025,Mars Attacks: The Dice Game,5.63,5.93,2014.00,5625.00,57.00,618.00,19.99,New Amazon: $18.70,List: $19.99Lowest Amazon: $14.99New Amazon: $18.70
6026,Shanghai Trader,5.63,6.52,1986.00,5626.00,57.00,201.00,,Lowest Amazon: $54.75New Amazon: $124.78,
6027,EVE: Conquests,5.63,6.28,2009.00,5627.00,57.00,273.00,,,Lowest Amazon: $54.75New Amazon: $124.78
6028,MotorChamp,5.63,6.66,2000.00,5629.00,57.00,158.00,,Isis & Osiris(2001),
6029,The Shared Dream,5.63,7.41,2017.00,5633.00,57.00,126.00,,Battling Tops(1968),
6030,Battling Tops,5.63,6.12,1968.00,5635.00,57.00,338.00,14.99,Texas & Pacific(2010),List: $14.99
6031,The Curse of the Black Dice,5.62,6.36,2015.00,5637.00,57.00,236.00,,Mega Man Pixel Tactics: Bass Orange Edition(2017),
6032,True Colors,5.62,6.02,1989.00,5641.00,57.00,443.00,19.99,New Amazon: $49.95,List: $19.99Lowest Amazon: $2.13New Amazon: $49.95
6033,Who? What? Where?,5.62,6.96,2003.00,5642.00,57.00,121.00,29.99,New Amazon: $89.99,List: $29.99Lowest Amazon: $26.99New Amazon: $89.99
6034,Tara: Ireland's Royal Board Game,5.62,6.27,2004.00,5643.00,57.00,264.00,,Waterloo: Napoleon's Last Battle(2002),
6035,Waterloo: Napoleon's Last Battle,5.62,6.06,2002.00,5645.00,57.00,384.00,,Dixit Jinx(2012),Used Amazon: $29.95
6036,Dixit Jinx,5.62,5.78,2012.00,5646.00,57.00,1048.00,,Nature Fluxx(2005),New Amazon: $16.45
6037,Nature Fluxx,5.62,5.89,2005.00,5647.00,57.00,991.00,,,
6038,Executive Decision,5.62,6.04,1971.00,5649.00,57.00,391.00,29.99,New Amazon: $37.16,List: $29.99Lowest Amazon: $12.59New Amazon: $37.16
6039,"Nightfighter Ace: Air Defense Over Germany, 1943-44",5.62,8.32,2018.00,5650.00,57.00,92.00,,,
6040,Dwar7s Winter,5.62,7.29,2018.00,5651.00,57.00,142.00,,New Amazon: $18.95,
6041,Barons,5.62,5.97,2011.00,5652.00,57.00,466.00,,Spartacus(2009),New Amazon: $18.95
6042,Spartacus,5.62,6.68,2009.00,5653.00,57.00,156.00,,,
